uid,aid,start_time,end_time
4,12,2018-12-07 22:29:41,2018-12-07 22:29:41
4,12,2018-12-09 00:11:48,2018-12-09 00:11:48
4,12,2018-12-09 00:15:58,2018-12-09 00:15:58
4,12,2018-12-09 00:17:40,2018-12-09 00:17:40
4,12,2018-12-09 00:19:14,2018-12-09 00:19:14
4,12,2018-12-09 00:23:12,2018-12-09 00:23:12
4,12,2018-12-09 02:34:37,2018-12-09 02:34:37
4,12,2018-12-09 02:40:23,2018-12-09 02:40:23
4,5,2018-12-09 07:43:52,2018-12-09 07:43:52
4,5,2018-12-09 07:51:32,2018-12-09 07:51:32
4,5,2018-12-09 09:43:34,2018-12-09 09:43:34
4,5,2018-12-09 10:39:24,2018-12-09 10:39:24
4,5,2018-12-09 10:40:34,2018-12-09 10:40:34
4,5,2019-02-18 11:08:21,2019-02-18 11:08:21
4,4,2018-12-09 11:08:23,2018-12-09 11:08:23
4,5,2019-02-18 11:10:37,2019-02-18 11:10:37
4,5,2018-12-09 11:10:47,2018-12-09 11:10:47
4,5,2019-02-18 15:33:41,2019-02-18 15:33:41
4,4,2018-12-09 15:34:09,2018-12-09 15:34:09
4,4,2018-12-09 15:41:05,2018-12-09 15:41:05
4,5,2018-12-10 09:30:23,2018-12-10 09:30:23
4,7,2019-02-18 09:34:16,2019-02-18 09:34:16
4,4,2019-02-18 09:34:59,2019-02-18 09:34:59
4,5,2019-02-18 10:06:44,2019-02-18 10:06:44
4,4,2018-12-11 12:52:41,2018-12-11 12:52:41
4,5,2018-12-11 12:54:28,2018-12-11 12:54:28
4,2,2018-12-11 16:35:25,2018-12-11 16:35:25
4,4,2018-12-11 16:36:13,2018-12-11 16:36:13
4,1,2018-12-11 17:21:25,2018-12-11 17:21:25
4,4,2018-12-11 17:22:19,2018-12-11 17:22:19
4,1,2018-12-11 18:25:34,2018-12-11 18:25:34
4,4,2018-12-11 18:26:23,2018-12-11 18:26:23
4,4,2018-12-14 01:22:53,2018-12-14 01:22:53
4,1,2018-12-14 01:23:22,2018-12-14 01:23:22
4,4,2018-12-14 01:40:50,2018-12-14 01:40:50
4,2,2018-12-14 01:40:51,2018-12-14 01:40:51
4,4,2018-12-14 06:33:22,2018-12-14 06:33:22
4,7,2018-12-14 06:49:10,2018-12-14 06:49:10
4,4,2018-12-14 06:49:12,2018-12-14 06:49:12
4,5,2018-12-16 17:52:32,2018-12-16 17:52:32
4,4,2018-12-16 17:52:34,2018-12-16 17:52:34
4,4,2018-12-17 13:10:19,2018-12-17 13:10:19
4,5,2018-12-17 13:10:24,2018-12-17 13:10:24
4,4,2018-12-17 13:14:14,2018-12-17 13:14:14
4,5,2018-12-17 13:14:40,2018-12-17 13:14:40
4,4,2018-12-17 13:27:21,2018-12-17 13:27:21
4,5,2018-12-17 13:27:21,2018-12-17 13:27:21
4,5,2018-12-17 18:16:08,2018-12-17 18:16:08
4,5,2018-12-18 08:58:24,2018-12-18 08:58:24
4,1,2018-12-18 09:15:53,2018-12-18 09:15:53
4,5,2018-12-18 09:16:09,2018-12-18 09:16:09
4,5,2018-12-18 09:51:03,2018-12-18 09:51:03
4,4,2018-12-18 09:51:02,2018-12-18 09:51:02
4,7,2018-12-18 09:56:49,2018-12-18 09:56:49
4,4,2018-12-18 10:58:15,2018-12-18 10:58:15
4,5,2018-12-18 10:58:13,2018-12-18 10:58:13
4,5,2018-12-18 11:09:20,2018-12-18 11:09:20
4,5,2018-12-18 11:18:40,2018-12-18 11:18:40
4,4,2018-12-18 11:18:44,2018-12-18 11:18:44
4,4,2018-12-18 18:26:23,2018-12-18 18:26:23
4,5,2018-12-18 18:26:24,2018-12-18 18:26:24
4,4,2018-12-20 08:20:41,2018-12-20 08:20:41
4,5,2018-12-20 08:20:43,2018-12-20 08:20:43
4,5,2018-12-20 08:26:20,2018-12-20 08:26:20
4,4,2018-12-20 08:29:02,2018-12-20 08:29:02
4,4,2018-12-20 10:32:43,2018-12-20 10:32:43
4,5,2018-12-21 10:32:22,2018-12-21 10:32:22
4,5,2018-12-21 12:04:27,2018-12-21 12:04:27
4,4,2018-12-23 09:08:38,2018-12-23 09:08:38
4,5,2018-12-23 09:08:44,2018-12-23 09:08:44
4,5,2018-12-24 12:02:00,2018-12-24 12:02:00
4,5,2018-12-27 09:17:23,2018-12-27 09:17:23
4,4,2018-12-27 09:17:29,2018-12-27 09:17:29
4,4,2018-12-27 11:48:52,2018-12-27 11:48:52
4,6,2018-12-27 11:48:53,2018-12-27 11:48:53
4,5,2018-12-27 12:17:46,2018-12-27 12:17:46
4,4,2018-12-31 20:48:04,2018-12-31 20:48:04
4,12,2019-01-24 16:49:17,2019-01-24 16:49:17
4,7,2019-01-24 18:24:41,2019-01-24 18:24:41
4,11,2019-01-24 18:24:43,2019-01-24 18:24:43
7,1,2018-11-25 19:28:05,2018-11-25 19:28:05
7,5,2018-11-26 12:37:24,2018-11-26 12:37:24
7,4,2018-11-26 12:39:27,2018-11-26 12:39:27
7,5,2018-11-26 13:19:44,2018-11-26 13:19:44
7,5,2018-11-26 13:22:48,2018-11-26 13:22:48
7,4,2018-11-26 13:52:11,2018-11-26 13:52:11
7,5,2018-11-26 13:52:43,2018-11-26 13:52:43
7,7,2018-11-26 14:02:09,2018-11-26 14:02:09
7,4,2018-11-26 14:03:39,2018-11-26 14:03:39
7,1,2018-11-26 14:05:05,2018-11-26 14:05:05
7,9,2018-11-26 14:05:11,2018-11-26 14:05:11
7,5,2018-11-26 14:10:20,2018-11-26 14:10:20
7,9,2018-11-26 14:13:12,2018-11-26 14:13:12
7,7,2018-11-26 14:30:32,2018-11-26 14:30:32
7,4,2018-11-26 14:37:32,2018-11-26 14:37:32
7,6,2018-11-26 14:38:16,2018-11-26 14:38:16
7,7,2018-11-26 14:41:48,2018-11-26 14:41:48
7,5,2018-11-26 15:21:10,2018-11-26 15:21:10
7,5,2018-11-26 15:21:54,2018-11-26 15:21:54
7,4,2018-11-26 15:22:45,2018-11-26 15:22:45
7,5,2018-11-26 15:26:08,2018-11-26 15:26:08
7,4,2018-11-26 15:28:28,2018-11-26 15:28:28
7,7,2018-11-26 15:30:34,2018-11-26 15:30:34
7,4,2018-11-26 15:31:07,2018-11-26 15:31:07
7,7,2018-11-26 15:31:41,2018-11-26 15:31:41
7,7,2018-11-26 15:35:41,2018-11-26 15:35:41
7,4,2018-11-26 15:37:03,2018-11-26 15:37:03
7,7,2018-11-26 15:37:28,2018-11-26 15:37:28
7,7,2018-11-26 15:40:22,2018-11-26 15:40:22
7,7,2018-11-26 15:41:17,2018-11-26 15:41:17
7,4,2018-11-26 15:46:45,2018-11-26 15:46:45
7,6,2018-11-26 15:47:21,2018-11-26 15:47:21
7,10,2018-11-26 15:48:06,2018-11-26 15:48:06
7,5,2018-11-26 15:50:43,2018-11-26 15:50:43
7,5,2018-11-26 15:54:54,2018-11-26 15:54:54
7,5,2018-11-26 15:56:48,2018-11-26 15:56:48
7,4,2019-02-18 15:58:27,2019-02-18 15:58:27
7,5,2018-11-26 15:59:11,2018-11-26 15:59:11
7,7,2018-11-26 17:08:41,2018-11-26 17:08:41
7,7,2018-11-26 17:09:11,2018-11-26 17:09:11
7,4,2018-11-26 17:09:55,2018-11-26 17:09:55
7,8,2018-11-26 17:10:24,2018-11-26 17:10:24
7,7,2018-11-26 17:10:46,2018-11-26 17:10:46
7,7,2018-11-26 17:35:24,2018-11-26 17:35:24
7,8,2018-11-26 18:32:14,2018-11-26 18:32:14
7,5,2018-11-26 18:39:20,2018-11-26 18:39:20
7,4,2018-11-26 18:47:15,2018-11-26 18:47:15
7,7,2018-11-26 18:50:35,2018-11-26 18:50:35
7,7,2018-11-26 18:55:14,2018-11-26 18:55:14
7,4,2018-11-26 18:57:51,2018-11-26 18:57:51
7,4,2018-11-26 19:01:37,2018-11-26 19:01:37
7,5,2018-11-28 12:44:48,2018-11-28 12:44:48
7,4,2018-11-28 13:07:49,2018-11-28 13:07:49
7,4,2018-11-28 13:23:12,2018-11-28 13:23:12
7,7,2018-11-28 13:24:32,2018-11-28 13:24:32
7,4,2018-11-28 13:26:38,2018-11-28 13:26:38
7,7,2018-11-28 13:27:26,2018-11-28 13:27:26
7,7,2018-11-28 13:30:21,2018-11-28 13:30:21
7,4,2018-11-28 13:36:49,2018-11-28 13:36:49
7,5,2018-11-28 13:37:23,2018-11-28 13:37:23
7,5,2018-11-28 13:47:45,2018-11-28 13:47:45
7,5,2018-11-28 14:11:27,2018-11-28 14:11:27
7,7,2018-11-28 14:23:36,2018-11-28 14:23:36
7,5,2018-11-28 15:35:17,2018-11-28 15:35:17
7,4,2019-02-18 15:37:42,2019-02-18 15:37:42
7,5,2018-11-28 15:48:44,2018-11-28 15:48:44
7,5,2018-11-28 15:53:08,2018-11-28 15:53:08
7,4,2018-11-28 15:56:03,2018-11-28 15:56:03
7,4,2018-11-28 15:57:09,2018-11-28 15:57:09
7,5,2018-11-28 15:57:54,2018-11-28 15:57:54
7,4,2018-11-28 18:15:50,2018-11-28 18:15:50
7,5,2018-11-28 18:18:30,2018-11-28 18:18:30
7,7,2018-11-28 18:26:01,2018-11-28 18:26:01
7,5,2018-11-28 18:27:35,2018-11-28 18:27:35
7,5,2018-11-28 18:36:36,2018-11-28 18:36:36
7,7,2018-11-28 18:40:29,2018-11-28 18:40:29
7,4,2018-11-28 18:42:59,2018-11-28 18:42:59
7,7,2018-11-29 13:17:17,2018-11-29 13:17:17
7,7,2018-11-29 13:18:27,2018-11-29 13:18:27
7,5,2018-11-29 13:21:00,2018-11-29 13:21:00
7,5,2018-11-29 13:22:12,2018-11-29 13:22:12
7,7,2018-11-29 13:27:13,2018-11-29 13:27:13
7,5,2018-11-29 13:29:41,2018-11-29 13:29:41
7,7,2018-11-29 14:02:40,2018-11-29 14:02:40
7,3,2018-11-29 14:04:22,2018-11-29 14:04:22
7,7,2018-11-29 14:04:52,2018-11-29 14:04:52
7,4,2018-11-29 14:48:27,2018-11-29 14:48:27
7,7,2018-11-29 14:49:01,2018-11-29 14:49:01
7,7,2018-11-29 14:56:57,2018-11-29 14:56:57
7,4,2018-11-29 14:58:46,2018-11-29 14:58:46
7,5,2018-11-29 15:20:50,2018-11-29 15:20:50
7,5,2018-11-29 15:24:48,2018-11-29 15:24:48
7,4,2018-11-29 15:26:27,2018-11-29 15:26:27
7,7,2018-11-29 15:33:13,2018-11-29 15:33:13
7,5,2018-11-29 15:47:27,2018-11-29 15:47:27
7,5,2018-11-29 15:52:26,2018-11-29 15:52:26
7,4,2018-11-29 15:55:38,2018-11-29 15:55:38
7,5,2018-11-29 15:56:51,2018-11-29 15:56:51
7,5,2018-11-29 18:21:39,2018-11-29 18:21:39
7,4,2018-11-29 18:22:35,2018-11-29 18:22:35
7,5,2018-11-29 18:23:17,2018-11-29 18:23:17
7,4,2018-11-29 18:40:20,2018-11-29 18:40:20
7,5,2018-11-29 18:43:40,2018-11-29 18:43:40
7,4,2018-11-30 13:09:51,2018-11-30 13:09:51
7,5,2018-11-30 13:11:02,2018-11-30 13:11:02
7,4,2018-11-30 13:15:12,2018-11-30 13:15:12
7,5,2018-11-30 13:15:51,2018-11-30 13:15:51
7,5,2018-11-30 13:22:36,2018-11-30 13:22:36
7,2,2018-11-30 13:23:06,2018-11-30 13:23:06
7,5,2018-11-30 13:24:30,2018-11-30 13:24:30
7,5,2018-11-30 13:38:47,2018-11-30 13:38:47
7,4,2018-11-30 13:48:11,2018-11-30 13:48:11
7,5,2018-11-30 15:50:02,2018-11-30 15:50:02
7,4,2018-11-30 15:54:41,2018-11-30 15:54:41
7,4,2018-11-30 18:37:52,2018-11-30 18:37:52
7,5,2018-11-30 18:46:19,2018-11-30 18:46:19
7,4,2018-12-02 12:46:41,2018-12-02 12:46:41
7,6,2018-12-02 12:49:27,2018-12-02 12:49:27
7,5,2018-12-02 17:00:48,2018-12-02 17:00:48
7,4,2018-12-02 18:38:23,2018-12-02 18:38:23
7,4,2018-12-02 18:51:52,2018-12-02 18:51:52
7,4,2018-12-02 18:54:15,2018-12-02 18:54:15
7,5,2018-12-03 13:25:43,2018-12-03 13:25:43
7,4,2018-12-03 13:33:41,2018-12-03 13:33:41
7,7,2018-12-03 13:34:52,2018-12-03 13:34:52
7,6,2018-12-03 13:35:00,2018-12-03 13:35:00
7,5,2018-12-03 13:58:37,2018-12-03 13:58:37
7,4,2018-12-03 14:52:23,2018-12-03 14:52:23
7,5,2018-12-03 13:34:22,2018-12-03 13:34:22
7,4,2018-12-03 15:15:53,2018-12-03 15:15:53
7,5,2018-12-03 15:28:38,2018-12-03 15:28:38
7,4,2018-12-03 15:30:12,2018-12-03 15:30:12
7,4,2018-12-03 15:35:30,2018-12-03 15:35:30
7,7,2018-12-03 15:36:02,2018-12-03 15:36:02
7,7,2018-12-03 15:39:23,2018-12-03 15:39:23
7,1,2018-12-03 15:40:32,2018-12-03 15:40:32
7,4,2018-12-03 15:41:04,2018-12-03 15:41:04
7,7,2018-12-03 15:41:31,2018-12-03 15:41:31
7,5,2018-12-03 15:46:03,2018-12-03 15:46:03
7,7,2018-12-03 15:52:52,2018-12-03 15:52:52
7,5,2018-12-04 13:27:54,2018-12-04 13:27:54
7,4,2018-12-04 13:28:42,2018-12-04 13:28:42
7,5,2018-12-04 13:33:32,2018-12-04 13:33:32
7,5,2018-12-04 15:35:21,2018-12-04 15:35:21
7,5,2018-12-04 15:50:04,2018-12-04 15:50:04
7,5,2018-12-04 15:51:48,2018-12-04 15:51:48
7,4,2018-12-04 15:55:55,2018-12-04 15:55:55
7,5,2018-12-04 15:56:45,2018-12-04 15:56:45
7,4,2018-12-04 18:36:09,2018-12-04 18:36:09
7,4,2018-12-04 18:47:38,2018-12-04 18:47:38
7,7,2018-12-04 18:48:28,2018-12-04 18:48:28
7,7,2018-12-04 18:53:03,2018-12-04 18:53:03
7,4,2018-12-04 18:54:29,2018-12-04 18:54:29
7,5,2018-12-06 12:55:16,2018-12-06 12:55:16
7,5,2018-12-06 13:15:51,2018-12-06 13:15:51
7,4,2018-12-06 13:17:14,2018-12-06 13:17:14
7,5,2018-12-06 13:17:55,2018-12-06 13:17:55
7,5,2018-12-06 13:24:37,2018-12-06 13:24:37
7,5,2018-12-06 13:27:10,2018-12-06 13:27:10
7,5,2018-12-06 13:31:39,2018-12-06 13:31:39
7,4,2018-12-06 14:03:00,2018-12-06 14:03:00
7,5,2018-12-06 14:04:34,2018-12-06 14:04:34
7,5,2018-12-06 15:38:10,2018-12-06 15:38:10
7,5,2018-12-06 14:12:55,2018-12-06 14:12:55
7,5,2018-12-06 14:31:12,2018-12-06 14:31:12
7,5,2018-12-06 15:17:57,2018-12-06 15:17:57
7,4,2018-12-06 15:20:08,2018-12-06 15:20:08
7,4,2018-12-06 15:29:57,2018-12-06 15:29:57
7,4,2018-12-06 15:40:22,2018-12-06 15:40:22
7,4,2018-12-06 15:42:45,2018-12-06 15:42:45
7,5,2018-12-06 15:43:59,2018-12-06 15:43:59
7,5,2018-12-06 15:48:23,2018-12-06 15:48:23
7,5,2018-12-06 15:57:27,2018-12-06 15:57:27
7,5,2018-12-06 15:59:39,2018-12-06 15:59:39
7,4,2018-12-06 16:00:40,2018-12-06 16:00:40
7,5,2018-12-06 16:01:26,2018-12-06 16:01:26
7,4,2018-12-06 16:19:43,2018-12-06 16:19:43
7,7,2018-12-06 16:20:07,2018-12-06 16:20:07
7,4,2018-12-06 18:09:16,2018-12-06 18:09:16
7,5,2018-12-06 18:10:38,2018-12-06 18:10:38
7,5,2018-12-06 18:29:45,2018-12-06 18:29:45
7,4,2018-12-06 18:31:01,2018-12-06 18:31:01
7,4,2018-12-06 18:37:23,2018-12-06 18:37:23
7,5,2018-12-06 18:46:32,2018-12-06 18:46:32
7,7,2018-12-06 18:51:22,2018-12-06 18:51:22
7,5,2018-12-07 12:53:57,2018-12-07 12:53:57
7,6,2018-12-07 12:54:41,2018-12-07 12:54:41
7,5,2018-12-07 13:15:36,2018-12-07 13:15:36
7,4,2018-12-07 13:16:24,2018-12-07 13:16:24
7,5,2018-12-07 13:17:03,2018-12-07 13:17:03
7,5,2018-12-07 13:23:09,2018-12-07 13:23:09
7,4,2018-12-07 13:24:35,2018-12-07 13:24:35
7,4,2018-12-07 13:35:12,2018-12-07 13:35:12
7,3,2018-12-07 13:41:11,2018-12-07 13:41:11
7,7,2018-12-07 14:00:06,2018-12-07 14:00:06
7,4,2018-12-07 14:02:10,2018-12-07 14:02:10
7,4,2018-12-07 14:07:07,2018-12-07 14:07:07
7,7,2018-12-07 14:25:50,2018-12-07 14:25:50
7,4,2018-12-07 14:32:27,2018-12-07 14:32:27
7,7,2018-12-07 14:54:15,2018-12-07 14:54:15
7,5,2018-12-07 15:43:35,2018-12-07 15:43:35
7,4,2018-12-07 15:44:39,2018-12-07 15:44:39
7,5,2018-12-07 15:48:24,2018-12-07 15:48:24
7,4,2018-12-07 15:49:39,2018-12-07 15:49:39
7,5,2018-12-07 15:53:33,2018-12-07 15:53:33
7,5,2018-12-07 15:58:15,2018-12-07 15:58:15
7,4,2018-12-07 15:59:37,2018-12-07 15:59:37
7,4,2018-12-07 16:02:53,2018-12-07 16:02:53
7,5,2018-12-07 16:05:06,2018-12-07 16:05:06
7,4,2018-12-07 16:05:56,2018-12-07 16:05:56
7,5,2019-02-18 16:07:57,2019-02-18 16:07:57
7,5,2018-12-07 18:30:14,2018-12-07 18:30:14
7,5,2018-12-07 18:38:52,2018-12-07 18:38:52
7,4,2018-12-07 18:39:53,2018-12-07 18:39:53
7,4,2018-12-07 18:46:10,2018-12-07 18:46:10
7,5,2018-12-07 18:46:56,2018-12-07 18:46:56
7,4,2018-12-08 12:52:55,2018-12-08 12:52:55
7,5,2018-12-08 12:53:40,2018-12-08 12:53:40
7,5,2018-12-08 13:13:08,2018-12-08 13:13:08
7,5,2018-12-08 13:17:56,2018-12-08 13:17:56
7,5,2018-12-08 13:42:20,2018-12-08 13:42:20
7,12,2018-12-08 13:45:08,2018-12-08 13:45:08
7,4,2018-12-08 13:54:57,2018-12-08 13:54:57
7,4,2018-12-08 15:08:13,2018-12-08 15:08:13
7,6,2018-12-08 15:31:51,2018-12-08 15:31:51
7,5,2018-12-08 15:52:52,2018-12-08 15:52:52
7,5,2018-12-08 17:06:22,2018-12-08 17:06:22
7,4,2018-12-08 17:07:53,2018-12-08 17:07:53
7,5,2018-12-08 18:29:52,2018-12-08 18:29:52
7,4,2018-12-08 18:45:11,2018-12-08 18:45:11
7,5,2019-02-18 13:26:10,2019-02-18 13:26:10
7,5,2019-02-18 13:27:37,2019-02-18 13:27:37
7,5,2019-02-18 13:34:09,2019-02-18 13:34:09
7,4,2019-02-18 14:18:35,2019-02-18 14:18:35
7,7,2019-02-18 14:19:23,2019-02-18 14:19:23
7,7,2019-02-18 14:23:48,2019-02-18 14:23:48
7,4,2019-02-18 14:25:02,2019-02-18 14:25:02
7,7,2019-02-18 14:25:14,2019-02-18 14:25:14
7,7,2019-02-18 14:38:15,2019-02-18 14:38:15
7,4,2019-02-18 14:39:12,2019-02-18 14:39:12
7,5,2019-02-18 15:51:25,2019-02-18 15:51:25
7,5,2019-02-18 15:57:10,2019-02-18 15:57:10
7,5,2019-02-18 15:59:08,2019-02-18 15:59:08
7,4,2019-02-18 16:00:22,2019-02-18 16:00:22
7,5,2018-12-10 16:00:31,2018-12-10 16:00:31
7,5,2018-12-10 17:30:18,2018-12-10 17:30:18
7,4,2018-12-10 17:33:13,2018-12-10 17:33:13
7,5,2018-12-10 18:29:05,2018-12-10 18:29:05
7,4,2018-12-11 13:10:22,2018-12-11 13:10:22
7,5,2018-12-11 13:11:18,2018-12-11 13:11:18
7,5,2018-12-11 13:12:30,2018-12-11 13:12:30
7,5,2018-12-11 13:14:34,2018-12-11 13:14:34
7,4,2018-12-11 13:15:09,2018-12-11 13:15:09
7,5,2018-12-11 13:15:57,2018-12-11 13:15:57
7,5,2018-12-11 13:17:12,2018-12-11 13:17:12
7,5,2018-12-11 13:20:51,2018-12-11 13:20:51
7,12,2018-12-11 13:23:00,2018-12-11 13:23:00
7,7,2018-12-11 13:52:35,2018-12-11 13:52:35
7,4,2018-12-11 13:53:52,2018-12-11 13:53:52
7,4,2018-12-11 14:02:36,2018-12-11 14:02:36
7,7,2018-12-11 14:03:18,2018-12-11 14:03:18
7,4,2018-12-11 14:18:15,2018-12-11 14:18:15
7,7,2018-12-11 14:18:52,2018-12-11 14:18:52
7,7,2018-12-11 14:23:31,2018-12-11 14:23:31
7,4,2018-12-11 14:24:32,2018-12-11 14:24:32
7,5,2018-12-11 15:36:07,2018-12-11 15:36:07
7,4,2018-12-11 15:37:04,2018-12-11 15:37:04
7,4,2018-12-11 15:41:28,2018-12-11 15:41:28
7,7,2018-12-11 15:42:20,2018-12-11 15:42:20
7,4,2018-12-11 15:46:40,2018-12-11 15:46:40
7,7,2018-12-11 15:47:16,2018-12-11 15:47:16
7,5,2018-12-11 15:51:20,2018-12-11 15:51:20
7,4,2018-12-11 15:52:37,2018-12-11 15:52:37
7,5,2018-12-11 15:54:35,2018-12-11 15:54:35
7,5,2018-12-11 15:57:10,2018-12-11 15:57:10
7,5,2018-12-11 15:57:58,2018-12-11 15:57:58
7,4,2018-12-11 15:58:33,2018-12-11 15:58:33
7,5,2018-12-11 15:59:29,2018-12-11 15:59:29
7,4,2018-12-11 17:08:09,2018-12-11 17:08:09
7,5,2018-12-11 17:09:01,2018-12-11 17:09:01
7,5,2018-12-11 17:09:59,2018-12-11 17:09:59
7,5,2018-12-11 17:13:48,2018-12-11 17:13:48
7,5,2018-12-11 17:15:54,2018-12-11 17:15:54
7,4,2018-12-11 17:16:43,2018-12-11 17:16:43
7,5,2018-12-11 17:17:33,2018-12-11 17:17:33
7,3,2018-12-11 17:18:59,2018-12-11 17:18:59
7,7,2018-12-11 18:38:02,2018-12-11 18:38:02
7,4,2018-12-11 18:38:37,2018-12-11 18:38:37
7,4,2018-12-11 18:41:26,2018-12-11 18:41:26
7,5,2018-12-13 12:34:08,2018-12-13 12:34:08
7,5,2018-12-13 13:27:43,2018-12-13 13:27:43
7,4,2018-12-13 13:28:18,2018-12-13 13:28:18
7,4,2018-12-13 13:29:14,2018-12-13 13:29:14
7,5,2018-12-13 13:29:21,2018-12-13 13:29:21
7,5,2018-12-13 13:30:48,2018-12-13 13:30:48
7,4,2018-12-13 13:34:30,2018-12-13 13:34:30
7,5,2018-12-13 13:36:30,2018-12-13 13:36:30
7,1,2018-12-13 13:37:12,2018-12-13 13:37:12
7,4,2018-12-13 13:49:23,2018-12-13 13:49:23
7,7,2018-12-13 13:49:58,2018-12-13 13:49:58
